name,item_description,price,price_description, weight in lb.,rarity,attunment,item_type,,,
Talisman of Pure Good,"This talisman is a mighty symbol of goodness. A creature that is neither good nor evil in alignment takes 6d6 radiant damage upon touching the talisman. An evil creature takes 8d6 radiant damage upon touching the talisman. Either sort of creature takes the damage again each time it ends its turn holding or carrying the talisman.

If you are a good cleric or paladin, you can use the talisman as a holy symbol, and you gain a +2 bonus to spell attack rolls while you wear or hold it.

The talisman has 7 charges. If you are wearing or holding it, you can use an action to expend 1 charge from it and choose one creature you can see on the ground within 120 feet of you. If the target is of evil alignment, a flaming fissure opens under it. The target must succeed on a DC 20 Dexterity saving throw or fall into the fissure and be destroyed, leaving no remains. The fissure then closes, leaving no trace of its existence. When you expend the last charge, the talisman disperses into motes of golden light and is destroyed.","72,000 gp",,0.50,Legendary,no,Wondrous  ,,,
Robe of Useful Items,"This robe has cloth patches of various shapes and colors covering it. While wearing the robe. you can use an action to detach one of the patches, causing it to become the object or creature it represents. Once the last patch is removed, the robe becomes an ordinary garment.

The robe has two of each of the following patches:

• Dagger

• Bullseye lantern (filled and lit)

• Steel mirror

• 10-foot pole

• Hempen rope (50 feet, coiled)

• Sack

In addition, the robe has 4d4 other patches. The DM chooses the patches or determines them randomly.

d100 — Patch:

01-08 — Bag of 100 gp

09-15 — Silver coffer (1 foot long, 6 inches wide and deep) worth 500 gp

16-22 — Iron door (up to 10 feet wide and 10 feet high, barred on one side of your choice), which you can place in an opening you can reach; it conforms to fit the opening, attaching and hinging itself

23-30 — 10 gems worth 100 gp each

31-44 — Wooden ladder (24 feet long)

45-51 — A riding horse with saddle bags (see the Monster Manual for statistics)

52-59 — Pit (a cube 10 feet on a side), which you can place on the ground within 10 feet of you

60-68 — 4 potions of healing

69-75 — Rowboat (12 feet long)

76-83 — Spell scroll containing one spell of 1st to 3rd level

84-90 — 2 mastiffs (see the Monster Manual for statistics)

91-96 — Window (2 feet by 4 feet, up to 2 feet deep), which you can place on a vertical surface you can reach

97-00 — Portable ram",300 gp,,Varies,Uncommon,yes,Armor,,,
Manual of Bodily Health,"This book contains health and diet tips, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Constitution score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.","55,000 gp",,5.00,Very Rare,no,Wondrous  ,,,
Manual of Gainful Exercise,"This book contains coordination and balance exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Dexterity score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.","55,000 gp",,5.00,Very Rare,no,Wondrous  ,,,
Manual of Quickness of Action,"This book contains coordination and balance exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Dexterity score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.","55,000 gp",,5.00,Very Rare,no,Wondrous  ,,,
Manual of Sharpened Mind,"This book contains memory and mental exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Intelligence score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.","55,000 gp",,5.00,Very Rare,no,Wondrous  ,,,
Manual of Glamour and Prestige,"This book contains tactical and prediction exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Wisdom score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.","55,000 gp",,5.00,Very Rare,no,Wondrous  ,,,
Manual of Prudent Foresight,"This book contains social and mannerism exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Charisma score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.","55,000 gp",,5.00,Very Rare,no,Wondrous  ,,,
(+1) Weapon,You have a +1 bonus to attack and damage rolls made with this weapon.,700 gp,,Varies,Uncommon,no,Weapon,,,
(+2) Weapon,You have a +2 bonus to attack and damage rolls made with this weapon.,"2,000 gp",,Varies,Rare,no,Weapon,,,
(+3) Weapon,You have a +3 bonus to attack and damage rolls made with this weapon.,"8,000 gp",,Varies,Very Rare,no,Weapon,,,
(+1) Armor,You have a +1 bonus to AC while wearing this armor.,"1,000 gp",,Varies,Rare,no,Armor,,,
(+2) Armor,You have a +2 bonus to AC while wearing this armor.,"5,000 gp",,Varies,Very Rare,no,Armor,,,
(+3) Armor,You have a +3 bonus to AC while wearing this armor.,"30,000 gp",,Varies,Legendary,no,Armor,,,
(+1) Shield,"While holding this shield, you have a +1 bonus to AC. This bonus is in addition to the shield's normal bonus to AC.",500 gp,,Varies,Uncommon,no,Armor,,,
(+2) Shield,"While holding this shield, you have a +2 bonus to AC. This bonus is in addition to the shield's normal bonus to AC.","2,000 gp",,Varies,Rare,no,Armor,,,
(+3) Shield,"While holding this shield, you have a +3 bonus to AC. This bonus is in addition to the shield's normal bonus to AC.","20,000 gp",,Varies,Legendary,no,Armor,,,
Vicious Weapon,"When you roll a 20 with this magic weapon, the target takes an extra 7 of its damage type","1,000 gp",,Varies,Rare,no,Weapon,,,
Sword of Life-Stealing,"When you attack a creature with this magic weapon and roll a 20 on the attack roll, that target takes an extra 10 necrotic damage if it isn't a construct or an undead. You also gain 10 temporary hit points.
","1,000 gp",,4.00,Rare,yes,Weapon,,,
Sword of Sharpness,"When you attack an object with this magic sword and hit, maximize your weapon damage dice against the target.

When you attack a creature with this weapon and roll a 20 on the attack roll, that target takes an extra 14 slashing damage. Then roll another d20. If you roll a 20, you lop off one of the target's limbs, with the effect of such loss determined by the DM. If the creature has no limb to sever, you lop off a portion of its body instead.

In addition, you can speak the sword's command to cause the blade to shed bright light in a 10-foot radius and dim light for an additional 10 feet. Speaking the command word again or sheathing the sword puts out the light.","1,200 gp",,4.00,Rare,yes,Weapon,,,
